crime_id,case_id,crime_type,crime_category,description,event_date,event_time,location_id,severity_level,modus_operandi,status,source_document_id,confidence_score,created_at,updated_at
CR00373,C00125,Cybercrime,Cyber,Synthetic case narrative describing a reported cybercrime incident. The record contains source-derived details for graph correlation and requires verification.,2026-02-05,06:20:24,L01563,Low,Coordinated calls,Reported,DOC02623,0.89,2026-06-16 10:38:06,2026-07-10 21:38:06
CR00374,C00070,Extortion,Cyber,Synthetic case narrative describing a reported extortion incident. The record contains source-derived details for graph correlation and requires verification.,2026-07-27,16:20:20,L00818,Critical,Forged documents,Confirmed,DOC02356,0.94,2024-10-31 08:00:44,2025-01-26 17:52:13
CR00375,C00694,Forgery,Violent,Synthetic case narrative describing a reported forgery incident. The record contains source-derived details for graph correlation and requires verification.,2025-08-04,19:49:39,L00454,Critical,Forged documents,Reported,DOC02596,0.73,2026-01-15 11:19:13,2026-01-16 14:19:13
CR00376,C00179,Vehicle Theft,Organized,Synthetic case narrative describing a reported vehicle theft incident. The record contains source-derived details for graph correlation and requires verification.,2026-05-16,21:28:28,L01216,Medium,Online impersonation,Under Investigation,DOC02932,0.96,2025-11-10 08:50:28,2025-12-23 07:20:42
CR00377,C00726,Illegal Gambling,Cyber,Synthetic case narrative describing a reported illegal gambling incident. The record contains source-derived details for graph correlation and requires verification.,2026-07-17,23:30:42,L00208,High,Layered transactions,Closed,DOC01641,0.85,2024-05-28 15:05:29,2025-05-26 02:19:02
CR00378,C00463,Assault,Violent,Synthetic case narrative describing a reported assault incident. The record contains source-derived details for graph correlation and requires verification.,2025-12-05,23:10:04,L02369,Low,Online impersonation,Under Investigation,DOC02049,0.73,2026-01-14 17:07:36,2026-01-16 06:07:36
CR00379,C00415,Fraud,Organized,Odio porro eaque quibusdam aut iure velit amet autem libero.,2025-09-23,18:56:13,L02257,Low,False identity,Confirmed,DOC01126,0.76,2024-06-18 23:40:01,2026-04-21 20:13:18
CR00380,C00431,Assault,Violent,Alias earum mollitia officiis ipsa ea natus rem fugiat amet eveniet consectetur minus et vitae hic unde.,2024-07-25,11:25:54,L02180,High,Layered transactions,Confirmed,DOC00325,0.9,2025-05-15 06:09:35,2025-05-16 15:09:35
CR00381,C01143,Assault,Organized,Synthetic case narrative describing a reported assault incident. The record contains source-derived details for graph correlation and requires verification.,2025-02-19,02:49:24,L00561,Critical,Layered transactions,Confirmed,DOC00398,0.8,2025-11-16 05:11:11,2025-12-09 22:11:11
CR00382,C00075,Burglary,Financial,Synthetic case narrative describing a reported burglary incident. The record contains source-derived details for graph correlation and requires verification.,2025-01-30,09:27:06,L01629,Low,Forged documents,Reported,DOC02170,0.96,2025-12-05 18:42:51,2025-12-22 10:42:51
CR00383,C01066,Fraud,Violent,Synthetic case narrative describing a reported fraud incident. The record contains source-derived details for graph correlation and requires verification.,2025-07-08,05:10:10,L01613,Low,Layered transactions,Under Investigation,DOC01140,0.96,2026-03-31 01:00:18,2026-04-13 23:00:18
CR00384,C00537,Vehicle Theft,Financial,Synthetic case narrative describing a reported vehicle theft incident. The record contains source-derived details for graph correlation and requires verification.,2024-03-17,16:23:14,L01496,Medium,Online impersonation,Reported,DOC02335,0.79,2025-08-28 07:12:37,2025-09-03 11:12:37
CR00385,C00855,Assault,Organized,Illo nihil illo earum aut minima numquam ex.,2024-12-28,14:00:06,L00969,Medium,Layered transactions,Under Investigation,DOC00446,0.74,2026-08-29 20:01:30,2026-09-04 23:59:59
CR00386,C01021,Cybercrime,Cyber,Synthetic case narrative describing a reported cybercrime incident. The record contains source-derived details for graph correlation and requires verification.,2026-06-27,07:31:48,L01191,Low,Layered transactions,Closed,DOC00212,0.97,2025-06-01 17:55:35,2026-07-16 12:24:01
CR00387,C00293,Illegal Gambling,Violent,Synthetic case narrative describing a reported illegal gambling incident. The record contains source-derived details for graph correlation and requires verification.,2024-06-06,05:08:35,L00621,High,False identity,Under Investigation,DOC02808,0.84,2024-12-10 09:51:21,2026-01-05 05:55:32
CR00388,C00629,Assault,Cyber,Synthetic case narrative describing a reported assault incident. The record contains source-derived details for graph correlation and requires verification.,2026-04-10,02:41:11,L00965,Critical,Online impersonation,Closed,DOC02296,0.74,2024-02-04 20:14:02,2024-03-08 15:39:55
CR00389,C00716,Assault,Organized,Synthetic case narrative describing a reported assault incident. The record contains source-derived details for graph correlation and requires verification.,2024-10-09,08:50:57,L00403,Low,Forged documents,Reported,DOC01471,0.81,2024-08-20 07:37:16,2026-08-25 10:49:57
CR00390,C00456,Cybercrime,Violent,Ullam cupiditate aperiam mollitia occaecati quibusdam autem recusandae odit necessitatibus debitis quia perspiciatis delectus.,2026-01-24,15:27:08,L00976,High,Vehicle-based movement,Confirmed,DOC02707,0.79,2025-06-07 11:50:55,2026-05-01 23:38:55
CR00391,C00858,Robbery,Organized,Pariatur eveniet optio deleniti totam delectus amet in quibusdam sunt.,2024-01-20,18:58:58,L00081,High,Coordinated calls,Reported,DOC01983,0.96,2024-01-01 06:12:24,2026-08-01 20:29:08
CR00392,C00495,Money Laundering,Violent,Tempora repellendus voluptatem adipisci sapiente laudantium totam veniam ab excepturi.,2026-07-18,05:38:15,L02447,Low,Layered transactions,Closed,DOC02988,0.94,2025-07-21 06:45:10,2025-08-17 11:45:10
CR00393,C00723,Smuggling,Organized,Autem illum illo aliquid delectus vero nihil in ad occaecati laborum eius nulla.,2026-07-29,21:51:59,L00709,Critical,Online impersonation,Under Investigation,DOC00529,0.88,2024-08-13 23:28:49,2026-03-09 20:41:59
CR00394,C00247,Forgery,Organized,Synthetic case narrative describing a reported forgery incident. The record contains source-derived details for graph correlation and requires verification.,2025-10-28,14:17:21,L00380,Medium,Online impersonation,Confirmed,DOC02514,0.8,2024-07-03 05:23:53,2024-07-23 19:23:53
CR00395,C00969,Money Laundering,Cyber,Synthetic case narrative describing a reported money laundering incident. The record contains source-derived details for graph correlation and requires verification.,2024-05-26,09:36:47,L01168,Medium,Coordinated calls,Confirmed,DOC02170,0.89,2024-10-13 19:40:36,2025-09-19 05:16:40
CR00396,C00733,Vehicle Theft,Organized,Synthetic case narrative describing a reported vehicle theft incident. The record contains source-derived details for graph correlation and requires verification.,2024-10-08,09:24:34,L00793,High,Forged documents,Reported,DOC01486,0.96,2025-12-19 00:58:45,2025-12-21 00:58:45
CR00397,C00195,Vehicle Theft,Financial,Laudantium error vitae adipisci iusto consequatur nemo possimus explicabo sint debitis.,2024-08-14,07:11:55,L00812,Low,Coordinated calls,Confirmed,DOC02231,0.78,2024-05-08 05:01:14,2024-05-31 17:01:14
CR00398,C00340,Money Laundering,Organized,Synthetic case narrative describing a reported money laundering incident. The record contains source-derived details for graph correlation and requires verification.,2024-09-24,08:09:26,L00916,Critical,Online impersonation,Confirmed,DOC02356,0.83,2025-06-14 02:35:36,2025-11-10 21:21:05
CR00399,C00768,Smuggling,Financial,Synthetic case narrative describing a reported smuggling incident. The record contains source-derived details for graph correlation and requires verification.,2024-11-20,13:57:39,L00801,Medium,Online impersonation,Under Investigation,DOC01971,0.97,2024-08-24 20:56:22,2024-08-26 00:56:22
CR00400,C00173,Money Laundering,Cyber,Synthetic case narrative describing a reported money laundering incident. The record contains source-derived details for graph correlation and requires verification.,2026-08-27,06:19:18,L00259,High,Vehicle-based movement,Closed,DOC00615,0.74,2025-03-16 11:55:43,2025-04-13 04:47:20
CR00401,C01074,Assault,Financial,Synthetic case narrative describing a reported assault incident. The record contains source-derived details for graph correlation and requires verification.,2024-01-02,10:13:13,L01640,Critical,Vehicle-based movement,Closed,DOC00292,0.79,2025-05-20 12:52:39,2025-12-02 03:26:48
CR00402,C01034,Cybercrime,Violent,Unde consectetur voluptate dicta quas quidem quidem consequuntur vero facilis impedit expedita itaque deleniti atque rerum fugit porro.,2025-11-27,10:29:46,L01788,Critical,Forged documents,Under Investigation,DOC02059,0.87,2025-08-02 03:16:23,2025-08-21 20:16:23
CR00403,C00100,Forgery,Organized,Synthetic case narrative describing a reported forgery incident. The record contains source-derived details for graph correlation and requires verification.,2024-02-03,09:04:37,L00466,Low,Online impersonation,Reported,DOC01186,0.84,2024-06-11 21:17:27,2024-07-31 21:37:47
CR00404,C00467,Cybercrime,Property,Synthetic case narrative describing a reported cybercrime incident. The record contains source-derived details for graph correlation and requires verification.,2024-08-15,19:52:32,L01291,High,False identity,Closed,DOC00777,0.77,2024-04-26 07:56:51,2024-12-20 10:28:22
CR00405,C00644,Burglary,Cyber,Synthetic case narrative describing a reported burglary incident. The record contains source-derived details for graph correlation and requires verification.,2024-07-08,12:51:28,L01260,Critical,Layered transactions,Reported,DOC01272,0.92,2026-06-23 21:24:26,2026-07-11 11:24:26
CR00406,C00944,Burglary,Financial,Synthetic case narrative describing a reported burglary incident. The record contains source-derived details for graph correlation and requires verification.,2024-12-22,22:23:10,L01803,Critical,False identity,Reported,DOC01631,0.74,2025-05-31 12:46:42,2025-06-12 04:46:42
CR00407,C00854,Forgery,Organized,Synthetic case narrative describing a reported forgery incident. The record contains source-derived details for graph correlation and requires verification.,2025-08-26,13:42:11,L00334,High,Forged documents,Under Investigation,DOC00306,0.81,2024-01-24 21:55:13,2026-07-20 02:36:30
CR00408,C00769,Money Laundering,Financial,Laborum aperiam debitis quos porro sapiente reprehenderit quo nihil ex.,2024-05-29,23:14:44,L00951,Critical,Layered transactions,Reported,DOC01419,0.75,2024-01-19 05:08:47,2024-05-21 22:10:51
CR00409,C00352,Smuggling,Organized,Repellendus officia illo ipsa commodi vero accusamus quasi tempore enim.,2025-07-07,04:31:12,L00955,High,Layered transactions,Reported,DOC01847,0.92,2024-01-02 06:52:47,2025-04-17 08:24:20
CR00410,C00791,Robbery,Violent,Synthetic case narrative describing a reported robbery incident. The record contains source-derived details for graph correlation and requires verification.,2024-04-25,16:14:38,L01106,Low,False identity,Under Investigation,DOC00851,0.86,2026-06-08 16:50:37,2026-06-12 15:50:37
CR00411,C00639,Assault,Organized,Autem repellat magnam debitis voluptatibus id deleniti quas eos quod ipsa laboriosam porro aperiam maiores pariatur quasi.,2024-10-25,05:33:50,L01501,Medium,Forged documents,Under Investigation,DOC01348,0.75,2025-01-26 06:49:18,2025-03-14 17:08:51
CR00412,C00143,Illegal Gambling,Violent,Nihil pariatur perferendis alias commodi deleniti eligendi voluptates.,2025-06-02,16:47:45,L02172,Low,Vehicle-based movement,Confirmed,DOC02301,0.93,2025-04-13 14:00:02,2026-05-19 10:19:10
CR00413,C00129,Assault,Violent,Commodi facere rem id consequatur nostrum nam ab.,2024-06-28,12:05:29,L00058,Medium,Online impersonation,Under Investigation,DOC01801,0.93,2024-03-09 02:02:09,2026-03-08 18:12:00
CR00414,C00899,Robbery,Violent,Synthetic case narrative describing a reported robbery incident. The record contains source-derived details for graph correlation and requires verification.,2026-03-31,10:05:12,L00957,High,False identity,Closed,DOC00845,0.96,2024-09-17 20:15:14,2024-09-27 23:14:46
CR00415,C00539,Money Laundering,Property,Synthetic case narrative describing a reported money laundering incident. The record contains source-derived details for graph correlation and requires verification.,2026-03-22,09:24:29,L00268,Critical,Layered transactions,Under Investigation,DOC00171,0.9,2025-10-20 02:36:41,2025-10-29 01:36:41
CR00416,C00168,Cybercrime,Property,Synthetic case narrative describing a reported cybercrime incident. The record contains source-derived details for graph correlation and requires verification.,2026-07-02,19:29:14,L01565,Low,Forged documents,Confirmed,DOC01390,0.81,2025-06-12 22:31:33,2026-03-16 07:12:05
CR00417,C01071,Robbery,Cyber,Synthetic case narrative describing a reported robbery incident. The record contains source-derived details for graph correlation and requires verification.,2025-12-26,05:54:43,L01364,Critical,False identity,Closed,DOC02076,0.9,2026-06-02 02:15:55,2026-06-30 12:15:55
CR00418,C01163,Burglary,Violent,Expedita distinctio consectetur optio sapiente debitis nam voluptate aliquid aliquid corrupti assumenda commodi aperiam unde quia.,2026-03-25,08:15:47,L00113,Low,Online impersonation,Closed,DOC02617,0.77,2025-06-12 03:31:30,2025-06-13 14:31:30
CR00419,C00973,Robbery,Violent,Synthetic case narrative describing a reported robbery incident. The record contains source-derived details for graph correlation and requires verification.,2024-03-26,14:28:21,L00967,Critical,Vehicle-based movement,Reported,DOC00730,0.85,2026-05-17 07:37:23,2026-07-08 12:20:42
